date,rainfall_mm,temp_min,temp_max,humidity_pct,pressure_hpa,wind_speed_kmh,wind_dir_deg,cloud_pct,leaf_wetness_h,d_pressure_intraday,pressure_drop_today,cloud_evening,cloud_trend,dewpoint_depression_pm,wind_veer,precip_hours_today,rh_evening_excess
2016-02-29,26.1,8.2,11.0,88.0,1004.3,26.2,61.0,94.0,21.0,7.100000000000023,5.170833333333462,87.28571428571429,-10.285714285714278,2.142857142857143,-21.788741875724213,22.0,3.125
2016-03-01,1.4,5.6,12.5,85.0,1010.8,4.5,92.0,59.0,12.0,3.2000000000000455,3.1375000000000455,23.714285714285715,-59.142857142857146,4.4714285714285715,152.44130854437333,3.0,-2.2083333333333286
2016-03-02,1.1,4.7,11.8,86.0,1009.4,8.5,100.0,89.0,12.0,-7.899999999999977,9.516666666666652,96.57142857142857,14.57142857142857,4.428571428571429,64.36297448861279,2.0,-1.7916666666666714
2016-03-03,45.0,3.9,8.2,90.0,996.2,18.0,43.0,99.0,23.0,5.399999999999977,4.016666666666538,99.85714285714286,4.571428571428569,1.7428571428571427,-85.11275172200487,24.0,-2.25
2016-03-04,0.1,1.7,11.3,77.0,1003.8,10.6,213.0,58.0,4.0,3.2999999999999545,3.233333333333121,91.0,90.57142857142857,7.1,-166.6565573176493,0.0,4.375
2016-03-05,16.6,5.2,10.2,89.0,1001.3,18.4,143.0,98.0,19.0,-7.199999999999932,6.191666666666492,99.42857142857143,-0.4285714285714306,1.7142857142857142,44.2236428178671,15.0,-1.0833333333333286
2016-03-06,1.9,5.4,10.9,85.0,999.9,8.2,213.0,54.0,13.0,1.5,3.266666666666765,69.42857142857143,21.142857142857146,4.871428571428572,-66.42825767819528,3.0,1.5833333333333286
2016-03-07,3.7,4.6,8.7,85.0,1001.5,10.5,18.0,79.0,15.0,0.7999999999999545,1.050000000000182,90.28571428571429,5.142857142857153,4.328571428571427,-20.574286111309874,12.0,-0.7916666666666714
2016-03-08,8.8,1.8,8.9,87.0,1007.9,15.6,50.0,95.0,18.0,4.300000000000068,3.7708333333332575,98.57142857142857,-0.8571428571428612,3.357142857142857,15.721203565001872,13.0,1.8333333333333286
2016-03-09,9.9,5.1,9.6,73.0,1010.2,23.0,39.0,88.0,10.0,-4.2000000000000455,3.0333333333334167,69.85714285714286,-24.42857142857143,6.6428571428571415,-5.997927358457247,14.0,-4.041666666666657
2016-03-10,0.0,5.0,14.0,61.0,1009.3,12.6,29.0,78.0,0.0,2.2999999999999545,1.9249999999999545,95.42857142857143,19.57142857142857,9.942857142857145,-12.437130011912501,0.0,0.9166666666666714
2016-03-11,0.0,7.3,12.7,71.0,1015.4,6.2,39.0,96.0,0.0,3.2999999999999545,3.033333333333303,87.85714285714286,-11.857142857142847,7.5857142857142845,52.747007283475796,0.0,-1.75
2016-03-12,0.0,7.1,14.5,69.0,1018.7,13.5,58.0,61.0,0.0,-1.2000000000000455,1.5166666666666515,43.285714285714285,-25.000000000000007,8.642857142857142,25.2851827570002,0.0,-9.916666666666671
2016-03-13,0.0,6.4,14.1,57.0,1019.6,21.9,57.0,22.0,0.0,0.6999999999999318,1.112500000000182,6.428571428571429,-21.285714285714285,11.085714285714287,15.149045039853036,0.0,-3.0833333333333357
2016-03-14,0.0,5.9,13.3,55.0,1022.5,17.4,56.0,26.0,0.0,-0.2999999999999545,0.8958333333330302,18.142857142857142,9.714285714285714,11.471428571428572,37.662258118131064,0.0,10.208333333333336
2016-03-15,1.4,4.0,10.9,71.0,1018.4,11.1,95.0,70.0,3.0,-6.100000000000023,3.5333333333334167,100.0,16.14285714285714,7.257142857142858,-179.14748930212102,4.0,3.2083333333333286
2016-03-16,0.2,5.5,11.2,60.0,1022.1,26.8,61.0,93.0,0.0,5.599999999999909,4.408333333333076,92.85714285714286,1.0,10.442857142857141,0.7144973455028776,1.0,-3.9583333333333357
2016-03-17,0.0,6.3,13.1,60.0,1025.3,14.1,38.0,30.0,0.0,-3.6000000000000227,2.987500000000182,1.0,-56.142857142857146,9.414285714285715,4.475578344981187,0.0,12.125000000000007
2016-03-18,0.0,3.9,13.8,78.0,1017.9,6.1,192.0,0.0,2.0,-4.900000000000091,3.5583333333331666,0.0,0.0,6.757142857142858,-146.06974342445926,0.0,1.4583333333333286
2016-03-19,0.0,3.9,14.7,85.0,1015.5,5.7,111.0,9.0,9.0,-0.6000000000000227,1.066666666666606,0.14285714285714285,-29.285714285714285,5.557142857142858,95.78386113738975,0.0,2.8333333333333286
2016-03-20,0.0,5.5,15.3,86.0,1015.7,8.6,109.0,25.0,12.0,-2.300000000000068,1.9666666666669244,77.14285714285714,76.0,5.671428571428571,113.66229878483784,0.0,-1.0833333333333286
2016-03-21,0.0,9.3,14.5,87.0,1013.3,9.2,91.0,42.0,13.0,-1.8999999999999773,1.7374999999999545,47.857142857142854,1.7142857142857082,4.185714285714285,101.99654258507258,0.0,1.7916666666666714
2016-03-22,0.0,9.0,14.9,76.0,1007.4,14.5,61.0,38.0,10.0,-4.7999999999999545,3.5250000000002046,21.428571428571427,-31.571428571428573,8.6,39.40712780965811,0.0,-17.04166666666667
2016-03-23,0.0,9.3,13.8,52.0,999.8,27.8,62.0,82.0,0.0,-1.3000000000000682,2.266666666666765,99.85714285714286,15.285714285714292,12.314285714285715,34.03843749300131,0.0,4.416666666666664
2016-03-24,0.0,4.1,13.6,68.0,1007.8,9.6,183.0,11.0,0.0,4.7000000000000455,4.733333333333462,16.285714285714285,12.285714285714285,9.142857142857142,-97.74697922319487,0.0,2.25
2016-03-25,0.0,7.6,13.1,76.0,1015.9,9.3,132.0,95.0,3.0,-1.5,1.3708333333332803,96.0,-2.142857142857139,7.328571428571428,13.5612945142733,0.0,-1.5833333333333286
2016-03-26,0.0,6.6,13.4,82.0,1017.6,9.3,116.0,45.0,5.0,1.7999999999999545,1.9208333333332348,17.571428571428573,-43.28571428571428,5.1000000000000005,69.35114648577695,0.0,3.0
2016-03-27,0.0,5.9,13.3,87.0,1016.1,8.6,101.0,70.0,11.0,-3.1000000000000227,2.4291666666666742,94.0,28.714285714285708,4.057142857142858,29.029349882277188,0.0,-0.4583333333333428
2016-03-28,0.5,9.5,13.7,83.0,1013.1,10.3,122.0,85.0,4.0,-2.6000000000000227,1.8708333333332803,76.71428571428571,-12.0,4.128571428571428,126.43453674907221,1.0,5.875
2016-03-29,0.0,8.1,15.8,84.0,1013.7,10.2,191.0,49.0,11.0,1.2999999999999545,1.6083333333331211,38.857142857142854,-30.571428571428577,5.6000000000000005,-73.72762357404596,0.0,0.2083333333333286
2016-03-30,0.0,8.7,15.9,86.0,1017.7,10.2,143.0,63.0,12.0,0.20000000000004547,1.1041666666667425,62.714285714285715,3.7142857142857153,4.742857142857143,-165.04846253802285,0.0,-0.04166666666665719
2016-03-31,0.2,9.3,15.9,90.0,1017.2,8.6,90.0,77.0,15.0,-0.7999999999999545,1.3125,93.28571428571429,1.142857142857153,3.7142857142857144,91.28128336553232,1.0,-1.0833333333333428
2016-04-01,0.0,11.1,16.4,87.0,1015.7,10.2,75.0,94.0,11.0,2.6000000000000227,1.9874999999999545,89.28571428571429,-9.857142857142847,4.0,49.36734863790011,0.0,2.3333333333333286
2016-04-02,0.0,11.4,18.0,78.0,1019.3,9.8,55.0,86.0,8.0,-1.0,1.1208333333335077,82.0,-15.714285714285708,7.700000000000001,112.45673589250293,0.0,-2.708333333333343
2016-04-03,0.0,7.5,17.1,84.0,1018.0,9.0,103.0,58.0,11.0,-1.2999999999999545,1.4874999999998408,26.0,-32.285714285714285,5.257142857142857,62.54404222636737,0.0,2.458333333333343
2016-04-04,0.0,9.3,15.3,87.0,1015.3,7.7,117.0,70.0,10.0,-2.7000000000000455,2.3958333333335986,32.857142857142854,-56.142857142857146,4.114285714285714,14.63073879602149,0.0,-1.625
2016-04-05,0.0,9.7,17.3,84.0,1012.1,7.1,133.0,24.0,13.0,-1.2999999999999545,1.6875,11.428571428571429,-23.857142857142854,5.428571428571428,103.31606013808187,0.0,3.3333333333333286
2016-04-06,0.0,8.8,17.2,88.0,1011.3,5.2,150.0,87.0,13.0,-1.5,1.7000000000000455,76.71428571428571,-20.714285714285722,4.700000000000001,-111.7921219191291,0.0,-3.3333333333333286
2016-04-07,0.0,8.4,17.5,83.0,1008.4,8.0,92.0,48.0,12.0,-3.0,2.5916666666668107,31.571428571428573,-15.428571428571427,6.328571428571429,62.51224598595337,0.0,0.6666666666666714
2016-04-08,8.1,9.3,18.3,82.0,1002.2,9.4,59.0,97.0,16.0,-1.2999999999999545,1.191666666666606,98.0,2.285714285714292,6.228571428571429,90.1174664691091,7.0,8.041666666666671
2016-04-09,24.6,10.9,13.4,90.0,1002.1,9.7,51.0,100.0,18.0,2.1000000000000227,1.5791666666668789,98.57142857142857,-1.4285714285714306,2.157142857142857,10.799327461564133,17.0,-4.333333333333343
2016-04-10,0.0,9.1,17.0,81.0,1007.6,6.4,146.0,50.0,9.0,2.699999999999932,2.7583333333334394,24.428571428571427,-30.571428571428573,6.2714285714285705,52.774469355876874,0.0,1.0833333333333286
2016-04-11,0.0,9.7,18.3,86.0,1011.7,7.9,137.0,39.0,11.0,-0.10000000000002274,1.1791666666666742,7.0,-53.142857142857146,5.485714285714287,77.9057985142777,0.0,-5.125
2016-04-12,0.0,10.0,18.7,82.0,1012.5,9.1,184.0,38.0,8.0,-1.5,1.5874999999998636,50.57142857142857,17.428571428571423,6.8999999999999995,-120.15387097406986,0.0,-2.25
2016-04-13,0.8,11.8,17.9,83.0,1008.8,10.9,93.0,61.0,9.0,-4.5,3.4916666666669016,42.0,-26.42857142857143,4.5857142857142845,97.19091930774164,1.0,1.875
2016-04-14,4.1,10.9,18.2,80.0,1008.3,7.8,181.0,49.0,11.0,4.7000000000000455,2.9666666666664696,20.571428571428573,-48.71428571428572,6.957142857142856,-119.1424609678181,6.0,-7.5
2016-04-15,0.0,12.1,18.2,79.0,1012.5,11.5,102.0,45.0,5.0,-1.2000000000000455,1.416666666666515,54.142857142857146,20.42857142857143,6.514285714285713,95.31620296298036,0.0,1.1666666666666714
2016-04-16,0.0,11.6,18.7,79.0,1012.2,9.3,145.0,21.0,7.0,0.0,0.6791666666664469,32.142857142857146,23.142857142857146,6.828571428571428,-47.35334956352466,0.0,1.0416666666666714
2016-04-17,1.6,12.2,19.2,83.0,1011.2,10.3,163.0,69.0,10.0,0.0,1.0333333333334167,58.285714285714285,-22.142857142857146,5.514285714285714,-39.01760149140344,4.0,3.916666666666657
2016-04-18,0.0,13.0,19.4,84.0,1012.6,8.1,156.0,54.0,10.0,-0.1999999999999318,1.650000000000091,50.857142857142854,-14.714285714285715,5.471428571428571,-80.20697239517634,0.0,-1.5833333333333428
2016-04-19,4.7,11.8,17.6,73.0,1016.6,14.3,69.0,29.0,10.0,4.699999999999932,3.7708333333333712,15.714285714285714,-46.285714285714285,8.628571428571428,131.60261514033903,10.0,-5.791666666666671
2016-04-20,0.0,11.7,16.9,69.0,1023.9,8.8,139.0,17.0,0.0,1.1999999999999318,2.533333333333303,1.7142857142857142,-38.857142857142854,9.299999999999999,52.44097115124697,0.0,-1.9166666666666714
2016-04-21,0.0,8.9,17.9,74.0,1024.4,8.9,130.0,38.0,5.0,-5.100000000000136,3.704166666666879,69.28571428571429,45.42857142857143,7.957142857142856,94.72195699740388,0.0,-1.9583333333333428
2016-04-22,0.0,10.8,17.8,77.0,1016.1,8.5,137.0,69.0,2.0,-4.5,3.7625000000000455,17.428571428571427,-80.28571428571428,6.2,21.679906047036354,0.0,2.125
2016-04-23,9.5,11.5,16.0,88.0,1006.6,7.7,93.0,88.0,16.0,-5.600000000000023,4.616666666666447,98.28571428571429,7.0,2.3285714285714283,57.65413712332895,13.0,0.625
2016-04-24,5.1,10.3,15.2,76.0,1002.3,18.5,60.0,99.0,15.0,4.600000000000023,2.7624999999997044,98.57142857142857,-0.8571428571428612,5.514285714285715,20.17541537470356,8.0,-14.916666666666664
2016-04-25,0.6,8.3,13.3,62.0,1007.5,9.1,130.0,58.0,1.0,1.0,1.1875000000001137,24.142857142857142,-50.71428571428572,8.214285714285714,-121.01391571715601,1.0,-6.375
